StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8_1;Q8_2;Q8_3;Q8_4;Q8_5;Q9;Q10_1;Q10_2;Q10_3;Q10_4;Q10_5;Q11_1;Q11_2;Q12_1;Q12_2;Q12_3;Q12_4;Q12_5;Q12_6;Q12_7;Q12_8;Q13_1;Q13_2;Q13_3;Q14;Q15;Q16;Q16_1_TEXT;Q17_1;Q17_2;Q17_3;2.1_1;2.1_2;2.1_3;2.1_4;2.1_5;2.1_6;2.1_7;2.2;2.2 _1_TEXT;2.3;2.4; 
2024-11-28 22:36:33;2024-11-28 22:42:35;IP Address;37.165.68.31;100;361;True;2024-11-28 22:42:35;R_8FsqzRAuxC5MUjY;;;;;48.8582;2.3387;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Français;Arabe;Anglais;Dialecte algérien;Kabyle;Langue 1;avant 3ans;avant 3ans;4ans-18ans;avant 3ans;4ans-18ans;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 2;Langue 1;Très souvent				;Très souvent				;Très souvent				;À la maison,Avec des amis;Pour mieux exprimer une idée,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);;oui;oui;oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;;Extrêmement confortable;Terrible;
2024-11-28 22:40:42;2024-11-28 22:48:48;IP Address;197.115.4.55;100;486;True;2024-11-28 22:48:49;R_23ibvRCuXjiyFPz;;;;;36.7624;3.0459;anonymous;FR;18-25 ans;Femme;Algérienne;Algérie;Université (Licence);Oui;Non;Kabyle;Arabe;Français;;;Langue 1;avant 3ans;avant 3ans;avant 3ans;;;Langue 1,Langue 2,Langue 3;Langue 1,Langue 3;Langue 1;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Langue 1;Très souvent				;Très souvent				;Très souvent				;Au travail ou à l'école,Avec des amis,Lors des activités administratives,Sur les réseaux sociaux,Lors des achats ou au marché;Pour mieux exprimer une idée,Par habitude,Pour montrer une certaine identité culturelle,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Independente women;oui;non;oui;;;;;;;;;;;;🥰
2024-11-28 23:07:29;2024-11-28 23:12:19;IP Address;86.242.60.25;100;290;True;2024-11-28 23:12:20;R_82EKob2gc6ELxV1;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Anglais;Espagnol;Allemand;;Langue 1;avant 3ans;4ans-18ans;18ans-25ans;4ans-18ans;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 2;Langue 1;Langue 1;Très souvent				;Parfois				;Jamais;À la maison,Avec des amis,Sur les réseaux sociaux;Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);;oui;non;non;;;;;;;;;;;;
2024-11-29 04:07:56;2024-11-29 04:11:52;IP Address;91.200.207.6;100;235;True;2024-11-29 04:11:53;R_8GNqzfpGMiKud29;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Homme;Algérienne;France;Université (Licence);Oui;Oui;Français;Anglais;Espagnol;Kabyle;Dialecte algérien;Langue 1;avant 3ans;4ans-18ans;18ans-25ans;avant 3ans;4ans-18ans;Langue 1,Langue 4;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Très souvent				;Parfois				;Jamais;À la maison,Avec des amis;Pour mieux exprimer une idée,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Non;;oui;non;oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;;Extrêmement confortable;Excellente;
2024-11-29 07:04:15;2024-11-29 07:09:43;IP Address;91.164.58.174;100;327;True;2024-11-29 07:09:43;R_2f5L5ZRWAMVkfXr;;;;;43.6107;3.8809;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Dialecte algérien;Arabe;Français;Anglais;;Langue 1;avant 3ans;4ans-18ans;avant 3ans;4ans-18ans;;Langue 1,Langue 3;Langue 1;Langue 1;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Souvent				;Souvent				;Parfois				;À la maison,Avec des amis;Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Wesh;oui;non;oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui (Veuillez fournir des exemples);Za3ma;Plutôt confortable;Bonne;
2024-11-29 12:57:54;2024-11-29 13:03:31;IP Address;80.214.96.158;100;336;True;2024-11-29 13:03:32;R_2KnoctoRNz2BhZL;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Homme;Française;France;Université (Licence);Oui;Oui;Français;Dialecte algérien;;;;Langue 1;avant 3ans;avant 3ans;;;;Langue 2;Langue 2;Langue 2;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Parfois				;Parfois				;Parfois				;À la maison;Pour mieux exprimer une idée,Par habitude,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Non;;oui;non;oui;Oui;Oui;Oui;Non;Oui;Oui;;Non;;Ni confortable, ni inconfortable;Moyenne;
2024-11-29 17:26:02;2024-11-29 17:29:49;IP Address;80.239.186.176;100;227;True;2024-11-29 17:29:50;R_20VEHUjbLU5ZgJU;;;;;48.9655;2.5347;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Dialecte algérien;Français;Arabe;Anglais;;Langue 1;avant 3ans;avant 3ans;4ans-18ans;4ans-18ans;;Langue 1,Langue 2,Langue 4;Langue 1,Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Très souvent				;Très souvent				;Très souvent				;À la maison,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude;Oui (donnez un exemple);Like, I guess, idk etc;non;non;oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui (Veuillez fournir des exemples);Khra;Ni confortable, ni inconfortable;Moyenne;
2024-11-29 19:44:16;2024-11-29 19:54:27;IP Address;46.193.69.168;100;611;True;2024-11-29 19:54:28;R_8UuP7kQExfCb08V;;;;;48.8582;2.3387;anonymous;FR;18-25 ans;Homme;Marocaine;France;Université (Licence);Oui;Oui;Français;Anglais;Arabe;;;Langue 3;4ans-18ans;4ans-18ans;avant 3ans;;;Langue 3;Langue 3;Langue 3;Langue 1;Langue 1;Langue 1;Langue 1;Langue 2;Langue 2;Langue 2;Parfois				;;;Lors des activités administratives,Sur les réseaux sociaux,Lors des achats ou au marché;Pour mieux exprimer une idée,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Non;;oui;non;oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;;Ni confortable, ni inconfortable;Mauvaise;
2024-11-29 20:00:40;2024-11-29 20:04:08;IP Address;85.171.203.39;100;207;True;2024-11-29 20:04:09;R_27eJJCAQzeXh69z;;;;;49.9007;2.2968;anonymous;FR;18-25 ans;Femme;Turque;France;Université (Licence);Oui;Non;Kurde;Turc;Français;;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;;;Langue 1;Langue 1;Langue 1;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Langue 2;Langue 2;Très souvent				;Souvent				;Souvent				;À la maison;Pour mieux exprimer une idée;Oui (donnez un exemple);Okey;oui;non;oui;;;;;;;;;;;;
2024-11-29 20:21:39;2024-11-29 20:22:12;IP Address;86.208.96.220;100;32;True;2024-11-29 20:22:13;R_8l3snxzXaKNXYEw;;;;;49.6962;2.7818;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-30 18:37:17;2024-11-30 18:42:36;IP Address;37.174.106.175;100;319;True;2024-11-30 18:42:37;R_2UcrEehUBXcvH9f;;;;;48.8611;2.3269;anonymous;FR;18-25 ans;Homme;Algérienne;France;Université (Licence);Oui;Oui;Dialecte algérien;Français;Anglais;Arabe;;Langue 1;avant 3ans;avant 3ans;4ans-18ans;4ans-18ans;;Langue 1,Langue 2;Langue 1,Langue 2;Langue 1;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Souvent				;Très souvent				;Souvent				;À la maison,Avec des amis;Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Cringe;oui;non;oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;;Ni confortable, ni inconfortable;Moyenne;
2024-12-01 15:25:19;2024-12-01 15:28:47;IP Address;88.140.250.9;100;208;True;2024-12-01 15:28:48;R_2CT5FTsxYAsGnbc;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-01 15:42:04;2024-12-01 15:48:34;IP Address;78.192.8.129;100;389;True;2024-12-01 15:48:35;R_8LHe3AWf0pYtbr7;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Italien;;;;Langue 1;avant 3ans;avant 3ans;;;;Langue 2;Langue 2;Langue 2;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Souvent				;Parfois				;Rarement				;À la maison;Par habitude;Oui (donnez un exemple);Dai ;oui;non;oui;;;;;;;;;;;;
2024-12-01 19:13:51;2024-12-01 19:14:27;IP Address;90.60.52.42;100;36;True;2024-12-01 19:14:28;R_88n8qFIJIMUobcZ;;;;;48.6939;2.3024;anonymous;FR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-02 05:46:35;2024-12-02 05:47:39;IP Address;92.154.49.27;100;64;True;2024-12-02 05:47:39;R_23smPg8dvIwrIRz;;;;;48.7411;2.3916;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 16:48:18;2024-11-27 16:51:32;IP Address;37.166.112.98;70;194;False;2024-12-04 16:51:37;R_8nBP4lXqKLg47jq;;;;;;;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Arabe;Français;Dialecte algérien;;;Langue 2;avant 3ans;avant 3ans;4ans-18ans;;;Langue 2,Langue 3;Langue 2,Langue 3;Langue 3;Langue 3;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Souvent				;Souvent				;Parfois				;À la maison,Avec des amis;Pour mieux exprimer une idée,Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;;;;;;;;;;;;;;;;;
2024-11-27 16:48:34;2024-11-27 16:52:39;IP Address;78.193.38.93;78;244;False;2024-12-04 16:52:43;R_2wEmTjkbfCvUz2B;;;;;;;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Dialecte algérien;Français;Anglais;;;Langue 1;avant 3ans;avant 3ans;4ans-18ans;;;Langue 1,Langue 2;;Langue 1;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 1;Très souvent				;Très souvent				;Parfois				;À la maison,Au travail ou à l'école,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Non;;oui;non;oui;;;;;;;;;;;;
2024-11-27 16:59:19;2024-11-27 17:01:39;IP Address;154.121.89.51;57;139;False;2024-12-04 17:01:41;R_8KW0NdMMGslsuSY;;;;;;;anonymous;FR;Moins de 18 ans;Femme;Algérienne;Algérie;Lycée;Oui;Oui;Français;Anglais;Dialecte algérien;Arabe;;Langue 1;avant 3ans;avant 3ans;avant 3ans;4ans-18ans;;Langue 1,Langue 3;;Langue 1;Langue 2;Langue 3;Langue 3;Langue 1;Langue 1;Langue 2;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 17:02:49;2024-11-27 17:03:19;IP Address;154.121.84.151;26;29;False;2024-12-04 17:03:20;R_2EMetpMoCpz5ega;;;;;;;anonymous;FR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 17:45:52;2024-11-27 17:48:32;IP Address;92.169.102.158;57;159;False;2024-12-04 17:48:35;R_2VDOzpXWghJx9HX;;;;;;;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Anglais;;;;Langue 1;avant 3ans;avant 3ans;;;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 17:47:37;2024-11-27 17:49:09;IP Address;46.193.0.163;57;92;False;2024-12-04 17:49:12;R_2G7BfD7TaOXt6vT;;;;;;;anonymous;FR;18-25 ans;Homme;Française;France;Université (Master/Doctorat);Oui;Non;Français;Anglais;;;;Langue 1;avant 3ans;4ans-18ans;;;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 19:17:04;2024-11-27 19:17:46;IP Address;84.14.31.82;57;41;False;2024-12-04 19:17:47;R_838g8CGVsxcZ0UB;;;;;;;anonymous;FR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 19:47:32;2024-11-27 19:48:23;IP Address;77.140.63.93;30;50;False;2024-12-04 19:48:24;R_2Eg2NDhromucFz3;;;;;;;anonymous;FR;18-25 ans;Homme;Française;France;Université (Licence);Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 21:58:34;2024-11-27 21:58:58;IP Address;176.185.201.180;30;24;False;2024-12-04 21:59:05;R_8qeoAJpJTv8d5lq;;;;;;;anonymous;FR;18-25 ans;Homme;Française;France;Université (Licence);Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 22:50:11;2024-11-27 22:50:24;IP Address;37.169.85.48;30;12;False;2024-12-04 22:50:29;R_2EE3Wrnl5MjlFm0;;;;;;;anonymous;FR;18-25 ans;Femme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 23:44:22;2024-11-27 23:45:04;IP Address;176.189.117.247;39;42;False;2024-12-04 23:45:05;R_27fg5Itqc6o28eB;;;;;;;anonymous;FR;18-25 ans;Femme;;France;Université (Licence);Oui;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-28 00:34:11;2024-11-28 00:37:51;IP Address;213.55.220.178;70;219;False;2024-12-05 00:37:57;R_8QR6td2oqaQENUv;;;;;;;anonymous;FR;18-25 ans;Femme;Algérienne;Suisse;Université (Licence);Oui;Oui;Français;Dialecte algérien;Arabe;Anglais;Russe;Langue 1;avant 3ans;avant 3ans;avant 3ans;4ans-18ans;4ans-18ans;Langue 1,Langue 2;Langue 1,Langue 2;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Très souvent				;Très souvent				;Souvent				;À la maison,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Pour être compris,Pour montrer une certaine identité culturelle,Parce que certains mots ou expressions sont plus faciles dans une autre langue;;;;;;;;;;;;;;;;;
2024-11-28 19:26:27;2024-11-28 19:29:11;IP Address;67.69.76.156;39;164;False;2024-12-05 19:29:17;R_5fj6OVCcG4xcCSu;;;;;;;anonymous;FR;18-25 ans;Femme;Algérienne;Canada;Université (Licence);Oui;;Arabe;Français;Anglais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-29 01:18:15;2024-11-29 01:21:14;IP Address;105.235.132.44;52;179;False;2024-12-06 01:21:15;R_810tj4MBLb1nGAj;;;;;;;anonymous;FR;18-25 ans;Femme;Algérienne;;Université (Licence);Oui;Oui;Français;Arabe;Anglais;Dialecte algérien;;;4ans-18ans;4ans-18ans;avant 3ans;avant 3ans;;Langue 1,Langue 3,Langue 4;Langue 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-29 14:23:08;2024-11-30 10:06:07;IP Address;77.128.153.101;78;70978;False;2024-12-07 10:06:12;R_2I6mkMKkD3kH0Mm;;;;;;;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Arabe;Français;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-30 13:41:04;2024-11-30 13:41:40;IP Address;105.235.133.168;30;35;False;2024-12-07 13:41:42;R_8ztKJSnuwKzZo6R;;;;;;;anonymous;FR;18-25 ans;Homme;Algérienne;Algérie;Université (Master/Doctorat);Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-01 16:04:37;2024-12-01 16:07:47;IP Address;105.100.227.166;57;190;False;2024-12-08 16:07:49;R_8pu5QduqV2vDaI9;;;;;;;anonymous;FR;18-25 ans;Femme;Algérienne;Algérie;Université (Licence);Oui;Oui;Français;Anglais;Arabe;Kabyle;Dialecte algérien;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;4ans-18ans;4ans-18ans;Langue 1,Langue 4,Langue 5;Langue 1,Langue 4,Langue 5;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;;;;;;;;;;;;;;;;;;;;;;
2024-12-02 13:58:47;2024-12-02 14:04:16;IP Address;195.220.250.230;30;328;False;2024-12-09 14:04:22;R_2JZ2jIzDd9Oo12h;;;;;;;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-09 16:57:57;2024-12-09 17:01:27;IP Address;46.193.0.163;100;210;True;2024-12-09 17:01:28;R_2p9AmLOwBV8zEXF;;;;;49.4943;0.1018;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Khmer;Anglais;Espagnol;;Langue 1;avant 3ans;avant 3ans;4ans-18ans;4ans-18ans;;Langue 1,Langue 2;Langue 1,Langue 2,Langue 3;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 3;Langue 1;Langue 1;Très souvent				;Très souvent				;Très souvent				;À la maison,Au travail ou à l'école,Avec des amis,Sur les réseaux sociaux;Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Nevermind;oui;oui;oui;;;;;;;;;;;;
